x(m)	y(m)	Flux(W/m2)
0.0516792	9.66	0
0.0538783	9.66	334.873
0.0560774	9.66	334.873
0.0582765	9.66	669.746
0.0604757	9.66	334.873
0.0626748	9.66	669.746
0.0648739	9.66	1339.49
0.067073	9.66	1004.62
0.0692721	9.66	1004.62
0.0714712	9.66	1339.49
0.0736704	9.66	1674.37
0.0758695	9.66	1339.49
0.0780686	9.66	669.746
0.0802677	9.66	1339.49
0.0824668	9.66	669.746
0.0846659	9.66	669.746
0.086865	9.66	669.746
0.0890642	9.66	1004.62
0.0912633	9.66	669.746
0.0934624	9.66	1004.62
0.0956615	9.66	1004.62
0.0978606	9.66	334.873
0.10006	9.66	2678.99
0.102259	9.66	2678.99
0.104458	9.66	6027.72
0.106657	9.66	11050.8
0.108856	9.66	15069.3
0.111055	9.66	13394.9
0.113254	9.66	24780.6
0.115454	9.66	29468.8
0.117653	9.66	31813
0.119852	9.66	37505.8
0.122051	9.66	47217.1
0.12425	9.66	49226.4
0.126449	9.66	58937.7
0.128648	9.66	58937.7
0.130847	9.66	61616.7
0.133046	9.66	56258.7
0.135246	9.66	50565.8
0.137445	9.66	48556.6
0.139644	9.66	56928.4
0.141843	9.66	56258.7
0.144042	9.66	54584.3
0.146241	9.66	40519.7
0.14844	9.66	50565.8
0.150639	9.66	42863.8
0.152838	9.66	50565.8
0.155038	9.66	50565.8
0.157237	9.66	48556.6
0.159436	9.66	36166.3
0.161635	9.66	42528.9
0.163834	9.66	43198.6
0.166033	9.66	37505.8
0.168232	9.66	41859.1
0.170431	9.66	40854.5
0.172631	9.66	43533.5
0.17483	9.66	43198.6
0.177029	9.66	47217.1
0.179228	9.66	46882.2
0.181427	9.66	46882.2
0.183626	9.66	57263.3
0.185825	9.66	44873
0.188024	9.66	49896.1
0.190223	9.66	52910
0.192423	9.66	48556.6
0.194622	9.66	58602.8
0.196821	9.66	54919.2
0.19902	9.66	63291
0.201219	9.66	62956.2
0.203418	9.66	52910
0.205617	9.66	54584.3
0.207816	9.66	43198.6
0.210015	9.66	39180.2
0.212215	9.66	35831.4
0.214414	9.66	26120.1
0.216613	9.66	26120.1
0.218812	9.66	19757.5
0.00109956	9.78	11050.8
0.00329867	9.78	4688.22
0.00549779	9.78	4688.22
0.0076969	9.78	1674.37
0.00989602	9.78	1004.62
0.0120951	9.78	0
0.0142942	9.78	669.746
0.0164934	9.78	669.746
0.0186925	9.78	1339.49
0.0208916	9.78	334.873
0.0230907	9.78	669.746
0.0252898	9.78	3013.86
0.0274889	9.78	334.873
0.0296881	9.78	1004.62
0.0318872	9.78	334.873
0.0340863	9.78	1339.49
0.0362854	9.78	1004.62
0.0384845	9.78	334.873
0.0406836	9.78	1339.49
0.0428827	9.78	669.746
0.0450819	9.78	669.746
0.047281	9.78	1674.37
0.0494801	9.78	669.746
0.0516792	9.78	334.873
0.0538783	9.78	2344.11
0.0560774	9.78	1674.37
0.0582765	9.78	669.746
0.0604757	9.78	0
0.0626748	9.78	669.746
0.0648739	9.78	1004.62
0.067073	9.78	669.746
0.0692721	9.78	0
0.0714712	9.78	1004.62
0.0736704	9.78	334.873
0.0758695	9.78	1004.62
0.0780686	9.78	1339.49
0.0802677	9.78	334.873
0.0824668	9.78	669.746
0.0846659	9.78	334.873
0.086865	9.78	334.873
0.0890642	9.78	0
0.0912633	9.78	0
0.0934624	9.78	1004.62
0.0956615	9.78	334.873
0.0978606	9.78	2678.99
0.10006	9.78	1339.49
0.102259	9.78	4018.48
0.104458	9.78	4018.48
0.106657	9.78	7032.34
0.108856	9.78	12390.3
0.111055	9.78	16408.8
0.113254	9.78	26120.1
0.115454	9.78	27794.5
0.117653	9.78	35496.6
0.119852	9.78	44203.3
0.122051	9.78	48221.7
0.12425	9.78	48221.7
0.126449	9.78	59607.4
0.128648	9.78	53579.7
0.130847	9.78	55588.9
0.133046	9.78	51235.6
0.135246	9.78	65635.1
0.137445	9.78	46882.2
0.139644	9.78	47886.9
0.141843	9.78	48891.5
0.144042	9.78	48221.7
0.146241	9.78	44538.1
0.14844	9.78	43868.4
0.150639	9.78	40519.7
0.152838	9.78	43198.6
0.155038	9.78	38845.3
0.157237	9.78	44203.3
0.159436	9.78	44538.1
0.161635	9.78	38845.3
0.163834	9.78	45207.9
0.166033	9.78	38845.3
0.168232	9.78	45207.9
0.170431	9.78	43868.4
0.172631	9.78	44538.1
0.17483	9.78	43198.6
0.177029	9.78	46547.4
0.179228	9.78	44873
0.181427	9.78	46882.2
0.183626	9.78	53914.6
0.185825	9.78	50231
0.188024	9.78	53244.8
0.190223	9.78	54584.3
0.192423	9.78	43868.4
0.194622	9.78	57933.1
0.196821	9.78	62286.4
0.19902	9.78	54919.2
0.201219	9.78	56928.4
0.203418	9.78	50231
0.205617	9.78	46212.5
0.207816	9.78	39515
0.210015	9.78	38510.4
0.212215	9.78	36836
0.214414	9.78	29134
0.216613	9.78	26789.9
0.218812	9.78	18083.2
0.00109956	9.9	12390.3
0.00329867	9.9	6697.46
0.00549779	9.9	4688.22
0.0076969	9.9	1339.49
0.00989602	9.9	1674.37
0.0120951	9.9	1004.62
0.0142942	9.9	669.746
0.0164934	9.9	334.873
0.0186925	9.9	669.746
0.0208916	9.9	334.873
0.0230907	9.9	334.873
0.0252898	9.9	334.873
0.0274889	9.9	334.873
0.0296881	9.9	669.746
0.0318872	9.9	1674.37
0.0340863	9.9	1674.37
0.0362854	9.9	669.746
0.0384845	9.9	669.746
0.0406836	9.9	334.873
0.0428827	9.9	1339.49
0.0450819	9.9	1339.49
0.047281	9.9	1004.62
0.0494801	9.9	669.746
0.0516792	9.9	1004.62
0.0538783	9.9	669.746
0.0560774	9.9	1004.62
0.0582765	9.9	669.746
0.0604757	9.9	1004.62
0.0626748	9.9	1674.37
0.0648739	9.9	2344.11
0.067073	9.9	669.746
0.0692721	9.9	1004.62
0.0714712	9.9	1339.49
0.0736704	9.9	334.873
0.0758695	9.9	1004.62
0.0780686	9.9	334.873
0.0802677	9.9	1004.62
0.0824668	9.9	334.873
0.0846659	9.9	669.746
0.086865	9.9	334.873
0.0890642	9.9	1004.62
0.0912633	9.9	334.873
0.0934624	9.9	334.873
0.0956615	9.9	669.746
0.0978606	9.9	1004.62
0.10006	9.9	669.746
0.102259	9.9	3348.73
0.104458	9.9	3013.86
0.106657	9.9	9041.58
0.108856	9.9	14064.7
0.111055	9.9	18752.9
0.113254	9.9	16073.9
0.115454	9.9	30808.3
0.117653	9.9	39515
0.119852	9.9	40519.7
0.122051	9.9	50231
0.12425	9.9	48221.7
0.126449	9.9	51235.6
0.128648	9.9	45207.9
0.130847	9.9	56928.4
0.133046	9.9	61951.5
0.135246	9.9	49896.1
0.137445	9.9	54919.2
0.139644	9.9	55923.8
0.141843	9.9	53579.7
0.144042	9.9	42863.8
0.146241	9.9	42194
0.14844	9.9	44873
0.150639	9.9	44203.3
0.152838	9.9	45207.9
0.155038	9.9	37840.7
0.157237	9.9	43198.6
0.159436	9.9	42863.8
0.161635	9.9	45542.8
0.163834	9.9	37840.7
0.166033	9.9	47217.1
0.168232	9.9	43198.6
0.170431	9.9	41859.1
0.172631	9.9	38175.5
0.17483	9.9	45542.8
0.177029	9.9	45542.8
0.179228	9.9	49226.4
0.181427	9.9	44538.1
0.183626	9.9	48556.6
0.185825	9.9	48891.5
0.188024	9.9	49561.2
0.190223	9.9	46212.5
0.192423	9.9	55923.8
0.194622	9.9	66304.9
0.196821	9.9	55923.8
0.19902	9.9	48221.7
0.201219	9.9	52910
0.203418	9.9	53914.6
0.205617	9.9	50565.8
0.207816	9.9	45542.8
0.210015	9.9	46212.5
0.212215	9.9	40184.8
0.214414	9.9	25450.4
0.216613	9.9	25115.5
0.218812	9.9	15069.3
0.00109956	10.02	13394.9
0.00329867	10.02	8371.83
0.00549779	10.02	6362.59
0.0076969	10.02	3348.73
0.00989602	10.02	1674.37
0.0120951	10.02	1004.62
0.0142942	10.02	1339.49
0.0164934	10.02	669.746
0.0186925	10.02	334.873
0.0208916	10.02	334.873
0.0230907	10.02	669.746
0.0252898	10.02	1004.62
0.0274889	10.02	1339.49
0.0296881	10.02	334.873
0.0318872	10.02	334.873
0.0340863	10.02	669.746
0.0362854	10.02	669.746
0.0384845	10.02	0
0.0406836	10.02	669.746
0.0428827	10.02	334.873
0.0450819	10.02	669.746
0.047281	10.02	1674.37
0.0494801	10.02	0
0.0516792	10.02	334.873
0.0538783	10.02	1674.37
0.0560774	10.02	334.873
0.0582765	10.02	334.873
0.0604757	10.02	334.873
0.0626748	10.02	334.873
0.0648739	10.02	669.746
0.067073	10.02	1674.37
0.0692721	10.02	1004.62
0.0714712	10.02	669.746
0.0736704	10.02	669.746
0.0758695	10.02	1004.62
0.0780686	10.02	1674.37
0.0802677	10.02	669.746
0.0824668	10.02	1004.62
0.0846659	10.02	334.873
0.086865	10.02	334.873
0.0890642	10.02	1004.62
0.0912633	10.02	1339.49
0.0934624	10.02	1339.49
0.0956615	10.02	669.746
0.0978606	10.02	1004.62
0.10006	10.02	2009.24
0.102259	10.02	3013.86
0.104458	10.02	3683.6
0.106657	10.02	8706.7
0.108856	10.02	13060.1
0.111055	10.02	14399.5
0.113254	10.02	19422.6
0.115454	10.02	31478.1
0.117653	10.02	32482.7
0.119852	10.02	47217.1
0.122051	10.02	54249.5
0.12425	10.02	51235.6
0.126449	10.02	58267.9
0.128648	10.02	63291
0.130847	10.02	51570.5
0.133046	10.02	61616.7
0.135246	10.02	53579.7
0.137445	10.02	57933.1
0.139644	10.02	58602.8
0.141843	10.02	51905.3
0.144042	10.02	43198.6
0.146241	10.02	47217.1
0.14844	10.02	47217.1
0.150639	10.02	49896.1
0.152838	10.02	46882.2
0.155038	10.02	48556.6
0.157237	10.02	39180.2
0.159436	10.02	35496.6
0.161635	10.02	38845.3
0.163834	10.02	36836
0.166033	10.02	37505.8
0.168232	10.02	38175.5
0.170431	10.02	45877.6
0.172631	10.02	48221.7
0.17483	10.02	48891.5
0.177029	10.02	43198.6
0.179228	10.02	39849.9
0.181427	10.02	44203.3
0.183626	10.02	49226.4
0.185825	10.02	47552
0.188024	10.02	57598.2
0.190223	10.02	58267.9
0.192423	10.02	62956.2
0.194622	10.02	55923.8
0.196821	10.02	57598.2
0.19902	10.02	62956.2
0.201219	10.02	47552
0.203418	10.02	53244.8
0.205617	10.02	49561.2
0.207816	10.02	45542.8
0.210015	10.02	40184.8
0.212215	10.02	39515
0.214414	10.02	30808.3
0.216613	10.02	22771.4
0.218812	10.02	14734.4
0.00109956	10.14	12390.3
0.00329867	10.14	6027.72
0.00549779	10.14	5357.97
0.0076969	10.14	2344.11
0.00989602	10.14	1339.49
0.0120951	10.14	1339.49
0.0142942	10.14	334.873
0.0164934	10.14	669.746
0.0186925	10.14	334.873
0.0208916	10.14	1004.62
0.0230907	10.14	669.746
0.0252898	10.14	1004.62
0.0274889	10.14	1339.49
0.0296881	10.14	1674.37
0.0318872	10.14	334.873
0.0340863	10.14	334.873
0.0362854	10.14	669.746
0.0384845	10.14	334.873
0.0406836	10.14	669.746
0.0428827	10.14	669.746
0.0450819	10.14	669.746
0.047281	10.14	1004.62
0.0494801	10.14	1004.62
0.0516792	10.14	1674.37
0.0538783	10.14	334.873
0.0560774	10.14	1674.37
0.0582765	10.14	669.746
0.0604757	10.14	1004.62
0.0626748	10.14	334.873
0.0648739	10.14	1004.62
0.067073	10.14	334.873
0.0692721	10.14	2344.11
0.0714712	10.14	2009.24
0.0736704	10.14	1004.62
0.0758695	10.14	334.873
0.0780686	10.14	1339.49
0.0802677	10.14	334.873
0.0824668	10.14	669.746
0.0846659	10.14	334.873
0.086865	10.14	334.873
0.0890642	10.14	0
0.0912633	10.14	669.746
0.0934624	10.14	1339.49
0.0956615	10.14	1004.62
0.0978606	10.14	669.746
0.10006	10.14	1339.49
0.102259	10.14	1674.37
0.104458	10.14	4688.22
0.106657	10.14	6362.59
0.108856	10.14	12055.4
0.111055	10.14	14399.5
0.113254	10.14	23776
0.115454	10.14	28799.1
0.117653	10.14	36501.2
0.119852	10.14	40854.5
0.122051	10.14	46547.4
0.12425	10.14	51235.6
0.126449	10.14	49561.2
0.128648	10.14	64630.5
0.130847	10.14	54584.3
0.133046	10.14	61616.7
0.135246	10.14	56258.7
0.137445	10.14	55254.1
0.139644	10.14	54584.3
0.141843	10.14	46882.2
0.144042	10.14	47217.1
0.146241	10.14	46547.4
0.14844	10.14	47552
0.150639	10.14	45207.9
0.152838	10.14	52575.1
0.155038	10.14	34826.8
0.157237	10.14	49226.4
0.159436	10.14	42863.8
0.161635	10.14	43868.4
0.163834	10.14	36166.3
0.166033	10.14	41859.1
0.168232	10.14	45542.8
0.170431	10.14	44203.3
0.172631	10.14	41189.4
0.17483	10.14	45542.8
0.177029	10.14	41524.3
0.179228	10.14	46212.5
0.181427	10.14	48221.7
0.183626	10.14	47886.9
0.185825	10.14	49896.1
0.188024	10.14	56593.6
0.190223	10.14	50565.8
0.192423	10.14	46212.5
0.194622	10.14	60612
0.196821	10.14	59942.3
0.19902	10.14	60612
0.201219	10.14	60277.2
0.203418	10.14	54584.3
0.205617	10.14	56258.7
0.207816	10.14	48221.7
0.210015	10.14	38175.5
0.212215	10.14	31478.1
0.214414	10.14	30473.5
0.216613	10.14	25450.4
0.218812	10.14	17078.5
0.00109956	10.26	12390.3
0.00329867	10.26	5357.97
0.00549779	10.26	5357.97
0.0076969	10.26	1004.62
0.00989602	10.26	1674.37
0.0120951	10.26	1339.49
0.0142942	10.26	1004.62
0.0164934	10.26	1004.62
0.0186925	10.26	1674.37
0.0208916	10.26	334.873
0.0230907	10.26	0
0.0252898	10.26	2344.11
0.0274889	10.26	1339.49
0.0296881	10.26	669.746
0.0318872	10.26	1339.49
0.0340863	10.26	334.873
0.0362854	10.26	0
0.0384845	10.26	2009.24
0.0406836	10.26	334.873
0.0428827	10.26	669.746
0.0450819	10.26	1339.49
0.047281	10.26	2344.11
0.0494801	10.26	1004.62
0.0516792	10.26	1004.62
0.0538783	10.26	1674.37
0.0560774	10.26	2009.24
0.0582765	10.26	1339.49
0.0604757	10.26	334.873
0.0626748	10.26	0
0.0648739	10.26	2009.24
0.067073	10.26	2344.11
0.0692721	10.26	334.873
0.0714712	10.26	1004.62
0.0736704	10.26	1004.62
0.0758695	10.26	2678.99
0.0780686	10.26	1339.49
0.0802677	10.26	1004.62
0.0824668	10.26	334.873
0.0846659	10.26	334.873
0.086865	10.26	669.746
0.0890642	10.26	0
0.0912633	10.26	669.746
0.0934624	10.26	669.746
0.0956615	10.26	334.873
0.0978606	10.26	1674.37
0.10006	10.26	334.873
0.102259	10.26	3013.86
0.104458	10.26	7032.34
0.106657	10.26	4688.22
0.108856	10.26	12725.2
0.111055	10.26	13729.8
0.113254	10.26	18418
0.115454	10.26	23106.2
0.117653	10.26	30473.5
0.119852	10.26	39849.9
0.122051	10.26	50231
0.12425	10.26	52910
0.126449	10.26	53244.8
0.128648	10.26	50900.7
0.130847	10.26	52575.1
0.133046	10.26	52575.1
0.135246	10.26	54584.3
0.137445	10.26	58267.9
0.139644	10.26	54919.2
0.141843	10.26	49561.2
0.144042	10.26	56593.6
0.146241	10.26	50900.7
0.14844	10.26	50565.8
0.150639	10.26	48556.6
0.152838	10.26	39849.9
0.155038	10.26	43533.5
0.157237	10.26	39849.9
0.159436	10.26	48221.7
0.161635	10.26	40519.7
0.163834	10.26	35161.7
0.166033	10.26	36836
0.168232	10.26	35496.6
0.170431	10.26	42528.9
0.172631	10.26	45877.6
0.17483	10.26	49561.2
0.177029	10.26	47886.9
0.179228	10.26	50231
0.181427	10.26	48891.5
0.183626	10.26	46212.5
0.185825	10.26	48891.5
0.188024	10.26	44538.1
0.190223	10.26	45207.9
0.192423	10.26	54584.3
0.194622	10.26	52910
0.196821	10.26	56258.7
0.19902	10.26	53244.8
0.201219	10.26	52575.1
0.203418	10.26	56928.4
0.205617	10.26	48556.6
0.207816	10.26	51570.5
0.210015	10.26	48556.6
0.212215	10.26	36166.3
0.214414	10.26	23441.1
0.216613	10.26	21431.9
0.218812	10.26	15739
0.00109956	10.38	16408.8
0.00329867	10.38	6027.72
0.00549779	10.38	3348.73
0.0076969	10.38	2009.24
0.00989602	10.38	1674.37
0.0120951	10.38	669.746
0.0142942	10.38	1339.49
0.0164934	10.38	669.746
0.0186925	10.38	0
0.0208916	10.38	1004.62
0.0230907	10.38	669.746
0.0252898	10.38	1004.62
0.0274889	10.38	1004.62
0.0296881	10.38	1339.49
0.0318872	10.38	1339.49
0.0340863	10.38	669.746
0.0362854	10.38	2009.24
0.0384845	10.38	0
0.0406836	10.38	334.873
0.0428827	10.38	3013.86
0.0450819	10.38	1004.62
0.047281	10.38	669.746
0.0494801	10.38	669.746
0.0516792	10.38	669.746
0.0538783	10.38	334.873
0.0560774	10.38	0
0.0582765	10.38	2344.11
0.0604757	10.38	334.873
0.0626748	10.38	1004.62
0.0648739	10.38	1004.62
0.067073	10.38	1004.62
0.0692721	10.38	669.746
0.0714712	10.38	1004.62
0.0736704	10.38	334.873
0.0758695	10.38	669.746
0.0780686	10.38	1004.62
0.0802677	10.38	669.746
0.0824668	10.38	1004.62
0.0846659	10.38	669.746
0.086865	10.38	334.873
0.0890642	10.38	334.873
0.0912633	10.38	0
0.0934624	10.38	669.746
0.0956615	10.38	334.873
0.0978606	10.38	1674.37
0.10006	10.38	2009.24
0.102259	10.38	2009.24
0.104458	10.38	5023.1
0.106657	10.38	7367.21
0.108856	10.38	11385.7
0.111055	10.38	11720.6
0.113254	10.38	19422.6
0.115454	10.38	26120.1
0.117653	10.38	40519.7
0.119852	10.38	44538.1
0.122051	10.38	55254.1
0.12425	10.38	46212.5
0.126449	10.38	49561.2
0.128648	10.38	56593.6
0.130847	10.38	54249.5
0.133046	10.38	53244.8
0.135246	10.38	56593.6
0.137445	10.38	52575.1
0.139644	10.38	41524.3
0.141843	10.38	48891.5
0.144042	10.38	54584.3
0.146241	10.38	45207.9
0.14844	10.38	51235.6
0.150639	10.38	42528.9
0.152838	10.38	39849.9
0.155038	10.38	52575.1
0.157237	10.38	36166.3
0.159436	10.38	43198.6
0.161635	10.38	39849.9
0.163834	10.38	42194
0.166033	10.38	33822.2
0.168232	10.38	43198.6
0.170431	10.38	44538.1
0.172631	10.38	45207.9
0.17483	10.38	45207.9
0.177029	10.38	52575.1
0.179228	10.38	44873
0.181427	10.38	42194
0.183626	10.38	46212.5
0.185825	10.38	52575.1
0.188024	10.38	47886.9
0.190223	10.38	54584.3
0.192423	10.38	52240.2
0.194622	10.38	60277.2
0.196821	10.38	62286.4
0.19902	10.38	59607.4
0.201219	10.38	63291
0.203418	10.38	52240.2
0.205617	10.38	50231
0.207816	10.38	42863.8
0.210015	10.38	39849.9
0.212215	10.38	36836
0.214414	10.38	27459.6
0.216613	10.38	18752.9
0.218812	10.38	17078.5
0.00109956	10.5	13394.9
0.00329867	10.5	7702.08
0.00549779	10.5	5692.84
0.0076969	10.5	3013.86
0.00989602	10.5	1674.37
0.0120951	10.5	1004.62
0.0142942	10.5	1004.62
0.0164934	10.5	334.873
0.0186925	10.5	1004.62
0.0208916	10.5	669.746
0.0230907	10.5	669.746
0.0252898	10.5	669.746
0.0274889	10.5	1004.62
0.0296881	10.5	669.746
0.0318872	10.5	669.746
0.0340863	10.5	1339.49
0.0362854	10.5	1339.49
0.0384845	10.5	1339.49
0.0406836	10.5	669.746
0.0428827	10.5	669.746
0.0450819	10.5	2009.24
0.047281	10.5	0
0.0494801	10.5	334.873
0.0516792	10.5	334.873
0.0538783	10.5	669.746
0.0560774	10.5	1674.37
0.0582765	10.5	669.746
0.0604757	10.5	1004.62
0.0626748	10.5	2009.24
0.0648739	10.5	1339.49
0.067073	10.5	1674.37
0.0692721	10.5	334.873
0.0714712	10.5	2344.11
0.0736704	10.5	1674.37
0.0758695	10.5	669.746
0.0780686	10.5	1674.37
0.0802677	10.5	1674.37
0.0824668	10.5	334.873
0.0846659	10.5	1004.62
0.086865	10.5	1004.62
0.0890642	10.5	0
0.0912633	10.5	334.873
0.0934624	10.5	1339.49
0.0956615	10.5	669.746
0.0978606	10.5	669.746
0.10006	10.5	669.746
0.102259	10.5	2344.11
0.104458	10.5	4688.22
0.106657	10.5	7702.08
0.108856	10.5	8371.83
0.111055	10.5	18418
0.113254	10.5	19087.8
0.115454	10.5	28799.1
0.117653	10.5	34826.8
0.119852	10.5	39515
0.122051	10.5	43533.5
0.12425	10.5	48891.5
0.126449	10.5	52240.2
0.128648	10.5	56258.7
0.130847	10.5	51570.5
0.133046	10.5	51905.3
0.135246	10.5	56258.7
0.137445	10.5	55923.8
0.139644	10.5	42528.9
0.141843	10.5	48891.5
0.144042	10.5	43198.6
0.146241	10.5	51570.5
0.14844	10.5	46547.4
0.150639	10.5	41524.3
0.152838	10.5	48556.6
0.155038	10.5	45207.9
0.157237	10.5	43533.5
0.159436	10.5	42863.8
0.161635	10.5	44538.1
0.163834	10.5	36501.2
0.166033	10.5	40519.7
0.168232	10.5	35496.6
0.170431	10.5	46212.5
0.172631	10.5	43868.4
0.17483	10.5	50565.8
0.177029	10.5	46882.2
0.179228	10.5	45542.8
0.181427	10.5	45877.6
0.183626	10.5	50565.8
0.185825	10.5	51905.3
0.188024	10.5	51905.3
0.190223	10.5	46882.2
0.192423	10.5	59942.3
0.194622	10.5	59942.3
0.196821	10.5	60946.9
0.19902	10.5	54249.5
0.201219	10.5	62621.3
0.203418	10.5	54249.5
0.205617	10.5	46212.5
0.207816	10.5	47217.1
0.210015	10.5	36166.3
0.212215	10.5	43198.6
0.214414	10.5	26455
0.216613	10.5	19422.6
0.218812	10.5	15739
0.00109956	10.62	10381.1
0.00329867	10.62	5023.1
0.00549779	10.62	4688.22
0.0076969	10.62	3683.6
0.00989602	10.62	2009.24
0.0120951	10.62	1004.62
0.0142942	10.62	334.873
0.0164934	10.62	334.873
0.0186925	10.62	0
0.0208916	10.62	334.873
0.0230907	10.62	1004.62
0.0252898	10.62	0
0.0274889	10.62	334.873
0.0296881	10.62	2009.24
0.0318872	10.62	334.873
0.0340863	10.62	0
0.0362854	10.62	334.873
0.0384845	10.62	1339.49
0.0406836	10.62	1004.62
0.0428827	10.62	669.746
0.0450819	10.62	1339.49
0.047281	10.62	669.746
0.0494801	10.62	669.746
0.0516792	10.62	669.746
0.0538783	10.62	1004.62
0.0560774	10.62	1339.49
0.0582765	10.62	1004.62
0.0604757	10.62	669.746
0.0626748	10.62	0
0.0648739	10.62	334.873
0.067073	10.62	669.746
0.0692721	10.62	1339.49
0.0714712	10.62	669.746
0.0736704	10.62	669.746
0.0758695	10.62	669.746
0.0780686	10.62	669.746
0.0802677	10.62	669.746
0.0824668	10.62	669.746
0.0846659	10.62	0
0.086865	10.62	669.746
0.0890642	10.62	1339.49
0.0912633	10.62	334.873
0.0934624	10.62	669.746
0.0956615	10.62	0
0.0978606	10.62	334.873
0.10006	10.62	1674.37
0.102259	10.62	3013.86
0.104458	10.62	4688.22
0.106657	10.62	6362.59
0.108856	10.62	10381.1
0.111055	10.62	17078.5
0.113254	10.62	22101.6
0.115454	10.62	33487.3
0.117653	10.62	34157.1
0.119852	10.62	44203.3
0.122051	10.62	46882.2
0.12425	10.62	48891.5
0.126449	10.62	52575.1
0.128648	10.62	52910
0.130847	10.62	60946.9
0.133046	10.62	59607.4
0.135246	10.62	50231
0.137445	10.62	57598.2
0.139644	10.62	52910
0.141843	10.62	50900.7
0.144042	10.62	45542.8
0.146241	10.62	53579.7
0.14844	10.62	46882.2
0.150639	10.62	56258.7
0.152838	10.62	49896.1
0.155038	10.62	50565.8
0.157237	10.62	39849.9
0.159436	10.62	37505.8
0.161635	10.62	41524.3
0.163834	10.62	45207.9
0.166033	10.62	38845.3
0.168232	10.62	44873
0.170431	10.62	39515
0.172631	10.62	44203.3
0.17483	10.62	51235.6
0.177029	10.62	48891.5
0.179228	10.62	40854.5
0.181427	10.62	49896.1
0.183626	10.62	50900.7
0.185825	10.62	49561.2
0.188024	10.62	58602.8
0.190223	10.62	48891.5
0.192423	10.62	52910
0.194622	10.62	50565.8
0.196821	10.62	60946.9
0.19902	10.62	54584.3
0.201219	10.62	58937.7
0.203418	10.62	55254.1
0.205617	10.62	49896.1
0.207816	10.62	41524.3
0.210015	10.62	46547.4
0.212215	10.62	34157.1
0.214414	10.62	31813
0.216613	10.62	20092.4
0.218812	10.62	20427.3
0.00109956	10.74	13729.8
0.00329867	10.74	5357.97
0.00549779	10.74	5023.1
0.0076969	10.74	2009.24
0.00989602	10.74	1674.37
0.0120951	10.74	1004.62
0.0142942	10.74	334.873
0.0164934	10.74	1004.62
0.0186925	10.74	334.873
0.0208916	10.74	1004.62
0.0230907	10.74	669.746
0.0252898	10.74	669.746
0.0274889	10.74	1004.62
0.0296881	10.74	669.746
0.0318872	10.74	334.873
0.0340863	10.74	669.746
0.0362854	10.74	334.873
0.0384845	10.74	1004.62
0.0406836	10.74	1674.37
0.0428827	10.74	334.873
0.0450819	10.74	1339.49
0.047281	10.74	2009.24
0.0494801	10.74	1004.62
0.0516792	10.74	1004.62
0.0538783	10.74	334.873
0.0560774	10.74	1004.62
0.0582765	10.74	1004.62
0.0604757	10.74	0
0.0626748	10.74	334.873
0.0648739	10.74	1004.62
0.067073	10.74	1339.49
0.0692721	10.74	334.873
0.0714712	10.74	669.746
0.0736704	10.74	669.746
0.0758695	10.74	334.873
0.0780686	10.74	3348.73
0.0802677	10.74	1004.62
0.0824668	10.74	1004.62
0.0846659	10.74	334.873
0.086865	10.74	0
0.0890642	10.74	334.873
0.0912633	10.74	669.746
0.0934624	10.74	1004.62
0.0956615	10.74	669.746
0.0978606	10.74	669.746
0.10006	10.74	1339.49
0.102259	10.74	2344.11
0.104458	10.74	4688.22
0.106657	10.74	8371.83
0.108856	10.74	11385.7
0.111055	10.74	17078.5
0.113254	10.74	21766.8
0.115454	10.74	28129.3
0.117653	10.74	36166.3
0.119852	10.74	42528.9
0.122051	10.74	46882.2
0.12425	10.74	52910
0.126449	10.74	52575.1
0.128648	10.74	62286.4
0.130847	10.74	58267.9
0.133046	10.74	62621.3
0.135246	10.74	58937.7
0.137445	10.74	56593.6
0.139644	10.74	45877.6
0.141843	10.74	56593.6
0.144042	10.74	50231
0.146241	10.74	51570.5
0.14844	10.74	43533.5
0.150639	10.74	49896.1
0.152838	10.74	49896.1
0.155038	10.74	45207.9
0.157237	10.74	47886.9
0.159436	10.74	49561.2
0.161635	10.74	45207.9
0.163834	10.74	42863.8
0.166033	10.74	34491.9
0.168232	10.74	37840.7
0.170431	10.74	41859.1
0.172631	10.74	44873
0.17483	10.74	44203.3
0.177029	10.74	48556.6
0.179228	10.74	47886.9
0.181427	10.74	50231
0.183626	10.74	46547.4
0.185825	10.74	52575.1
0.188024	10.74	54249.5
0.190223	10.74	53244.8
0.192423	10.74	55588.9
0.194622	10.74	52910
0.196821	10.74	51570.5
0.19902	10.74	53244.8
0.201219	10.74	50900.7
0.203418	10.74	60946.9
0.205617	10.74	45877.6
0.207816	10.74	44203.3
0.210015	10.74	46547.4
0.212215	10.74	32817.6
0.214414	10.74	29468.8
0.216613	10.74	21097
0.218812	10.74	15404.2
0.00109956	10.86	14064.7
0.00329867	10.86	5692.84
0.00549779	10.86	4018.48
0.0076969	10.86	2344.11
0.00989602	10.86	1339.49
0.0120951	10.86	334.873
0.0142942	10.86	669.746
0.0164934	10.86	0
0.0186925	10.86	334.873
0.0208916	10.86	669.746
0.0230907	10.86	669.746
0.0252898	10.86	1674.37
0.0274889	10.86	334.873
0.0296881	10.86	1339.49
0.0318872	10.86	334.873
0.0340863	10.86	1004.62
0.0362854	10.86	334.873
0.0384845	10.86	1339.49
0.0406836	10.86	1004.62
0.0428827	10.86	334.873
