x(m)	y(m)	Flux(W/m2)
0.0912633	2.7	0
0.0934624	2.7	334.873
0.0956615	2.7	669.746
0.0978606	2.7	2344.11
0.10006	2.7	1339.49
0.102259	2.7	2344.11
0.104458	2.7	3348.73
0.106657	2.7	7702.08
0.108856	2.7	14064.7
0.111055	2.7	16073.9
0.113254	2.7	20427.3
0.115454	2.7	26120.1
0.117653	2.7	39180.2
0.119852	2.7	39180.2
0.122051	2.7	47886.9
0.12425	2.7	47217.1
0.126449	2.7	60612
0.128648	2.7	59942.3
0.130847	2.7	59942.3
0.133046	2.7	54249.5
0.135246	2.7	57933.1
0.137445	2.7	50900.7
0.139644	2.7	52575.1
0.141843	2.7	46212.5
0.144042	2.7	45542.8
0.146241	2.7	40184.8
0.14844	2.7	45542.8
0.150639	2.7	45207.9
0.152838	2.7	43868.4
0.155038	2.7	46212.5
0.157237	2.7	45877.6
0.159436	2.7	41524.3
0.161635	2.7	43533.5
0.163834	2.7	43533.5
0.166033	2.7	29468.8
0.168232	2.7	41524.3
0.170431	2.7	44203.3
0.172631	2.7	39515
0.17483	2.7	44203.3
0.177029	2.7	40854.5
0.179228	2.7	46212.5
0.181427	2.7	48221.7
0.183626	2.7	47552
0.185825	2.7	46882.2
0.188024	2.7	58937.7
0.190223	2.7	54249.5
0.192423	2.7	52240.2
0.194622	2.7	56593.6
0.196821	2.7	58267.9
0.19902	2.7	54584.3
0.201219	2.7	53914.6
0.203418	2.7	51235.6
0.205617	2.7	52910
0.207816	2.7	43533.5
0.210015	2.7	41524.3
0.212215	2.7	37170.9
0.214414	2.7	25450.4
0.216613	2.7	23776
0.218812	2.7	18752.9
0.00109956	2.82	14734.4
0.00329867	2.82	5692.84
0.00549779	2.82	3348.73
0.0076969	2.82	2678.99
0.00989602	2.82	2678.99
0.0120951	2.82	2678.99
0.0142942	2.82	0
0.0164934	2.82	334.873
0.0186925	2.82	334.873
0.0208916	2.82	334.873
0.0230907	2.82	669.746
0.0252898	2.82	1339.49
0.0274889	2.82	669.746
0.0296881	2.82	669.746
0.0318872	2.82	669.746
0.0340863	2.82	1339.49
0.0362854	2.82	1339.49
0.0384845	2.82	1004.62
0.0406836	2.82	2678.99
0.0428827	2.82	2344.11
0.0450819	2.82	1004.62
0.047281	2.82	669.746
0.0494801	2.82	669.746
0.0516792	2.82	1004.62
0.0538783	2.82	1004.62
0.0560774	2.82	1339.49
0.0582765	2.82	1339.49
0.0604757	2.82	1339.49
0.0626748	2.82	669.746
0.0648739	2.82	334.873
0.067073	2.82	1004.62
0.0692721	2.82	334.873
0.0714712	2.82	0
0.0736704	2.82	1004.62
0.0758695	2.82	669.746
0.0780686	2.82	1004.62
0.0802677	2.82	1674.37
0.0824668	2.82	1004.62
0.0846659	2.82	1004.62
0.086865	2.82	669.746
0.0890642	2.82	1339.49
0.0912633	2.82	0
0.0934624	2.82	1339.49
0.0956615	2.82	669.746
0.0978606	2.82	1004.62
0.10006	2.82	2678.99
0.102259	2.82	2344.11
0.104458	2.82	4353.35
0.106657	2.82	7367.21
0.108856	2.82	11720.6
0.111055	2.82	19087.8
0.113254	2.82	21097
0.115454	2.82	29134
0.117653	2.82	37505.8
0.119852	2.82	44203.3
0.122051	2.82	41189.4
0.12425	2.82	44538.1
0.126449	2.82	55923.8
0.128648	2.82	57263.3
0.130847	2.82	53244.8
0.133046	2.82	58937.7
0.135246	2.82	55923.8
0.137445	2.82	50900.7
0.139644	2.82	57933.1
0.141843	2.82	52240.2
0.144042	2.82	51905.3
0.146241	2.82	52240.2
0.14844	2.82	39849.9
0.150639	2.82	45542.8
0.152838	2.82	46212.5
0.155038	2.82	50231
0.157237	2.82	39180.2
0.159436	2.82	42194
0.161635	2.82	39180.2
0.163834	2.82	45542.8
0.166033	2.82	33487.3
0.168232	2.82	38175.5
0.170431	2.82	37840.7
0.172631	2.82	40854.5
0.17483	2.82	46212.5
0.177029	2.82	39180.2
0.179228	2.82	46547.4
0.181427	2.82	49561.2
0.183626	2.82	44873
0.185825	2.82	44873
0.188024	2.82	50231
0.190223	2.82	53914.6
0.192423	2.82	51235.6
0.194622	2.82	50900.7
0.196821	2.82	57263.3
0.19902	2.82	58267.9
0.201219	2.82	51570.5
0.203418	2.82	56928.4
0.205617	2.82	48221.7
0.207816	2.82	41524.3
0.210015	2.82	41859.1
0.212215	2.82	33822.2
0.214414	2.82	28129.3
0.216613	2.82	23441.1
0.218812	2.82	15404.2
0.00109956	2.94	7032.34
0.00329867	2.94	6697.46
0.00549779	2.94	5023.1
0.0076969	2.94	3348.73
0.00989602	2.94	1339.49
0.0120951	2.94	334.873
0.0142942	2.94	334.873
0.0164934	2.94	669.746
0.0186925	2.94	0
0.0208916	2.94	334.873
0.0230907	2.94	334.873
0.0252898	2.94	669.746
0.0274889	2.94	0
0.0296881	2.94	1339.49
0.0318872	2.94	1339.49
0.0340863	2.94	1004.62
0.0362854	2.94	1339.49
0.0384845	2.94	334.873
0.0406836	2.94	1339.49
0.0428827	2.94	1674.37
0.0450819	2.94	669.746
0.047281	2.94	669.746
0.0494801	2.94	1004.62
0.0516792	2.94	669.746
0.0538783	2.94	669.746
0.0560774	2.94	1339.49
0.0582765	2.94	2344.11
0.0604757	2.94	1674.37
0.0626748	2.94	1004.62
0.0648739	2.94	1339.49
0.067073	2.94	1339.49
0.0692721	2.94	669.746
0.0714712	2.94	1339.49
0.0736704	2.94	669.746
0.0758695	2.94	334.873
0.0780686	2.94	669.746
0.0802677	2.94	1004.62
0.0824668	2.94	1674.37
0.0846659	2.94	334.873
0.086865	2.94	1004.62
0.0890642	2.94	1004.62
0.0912633	2.94	1004.62
0.0934624	2.94	669.746
0.0956615	2.94	1004.62
0.0978606	2.94	1004.62
0.10006	2.94	1339.49
0.102259	2.94	2009.24
0.104458	2.94	5692.84
0.106657	2.94	7367.21
0.108856	2.94	11720.6
0.111055	2.94	15404.2
0.113254	2.94	22101.6
0.115454	2.94	26455
0.117653	2.94	36836
0.119852	2.94	43533.5
0.122051	2.94	46212.5
0.12425	2.94	54249.5
0.126449	2.94	54249.5
0.128648	2.94	55588.9
0.130847	2.94	61616.7
0.133046	2.94	52575.1
0.135246	2.94	58602.8
0.137445	2.94	53579.7
0.139644	2.94	49226.4
0.141843	2.94	55254.1
0.144042	2.94	43198.6
0.146241	2.94	43533.5
0.14844	2.94	48221.7
0.150639	2.94	47886.9
0.152838	2.94	48556.6
0.155038	2.94	43198.6
0.157237	2.94	41524.3
0.159436	2.94	41189.4
0.161635	2.94	39849.9
0.163834	2.94	38175.5
0.166033	2.94	40184.8
0.168232	2.94	48556.6
0.170431	2.94	37170.9
0.172631	2.94	43868.4
0.17483	2.94	44873
0.177029	2.94	49226.4
0.179228	2.94	53914.6
0.181427	2.94	42863.8
0.183626	2.94	46547.4
0.185825	2.94	55254.1
0.188024	2.94	52910
0.190223	2.94	49226.4
0.192423	2.94	60612
0.194622	2.94	54584.3
0.196821	2.94	56258.7
0.19902	2.94	55254.1
0.201219	2.94	47886.9
0.203418	2.94	53914.6
0.205617	2.94	54584.3
0.207816	2.94	41189.4
0.210015	2.94	40519.7
0.212215	2.94	35831.4
0.214414	2.94	30138.6
0.216613	2.94	22771.4
0.218812	2.94	17748.3
0.00109956	3.06	8036.96
0.00329867	3.06	5692.84
0.00549779	3.06	3013.86
0.0076969	3.06	3683.6
0.00989602	3.06	1004.62
0.0120951	3.06	2009.24
0.0142942	3.06	669.746
0.0164934	3.06	334.873
0.0186925	3.06	669.746
0.0208916	3.06	1004.62
0.0230907	3.06	1339.49
0.0252898	3.06	1339.49
0.0274889	3.06	1674.37
0.0296881	3.06	669.746
0.0318872	3.06	1004.62
0.0340863	3.06	1339.49
0.0362854	3.06	0
0.0384845	3.06	1004.62
0.0406836	3.06	669.746
0.0428827	3.06	669.746
0.0450819	3.06	669.746
0.047281	3.06	2009.24
0.0494801	3.06	1004.62
0.0516792	3.06	1339.49
0.0538783	3.06	1004.62
0.0560774	3.06	2344.11
0.0582765	3.06	669.746
0.0604757	3.06	2009.24
0.0626748	3.06	1339.49
0.0648739	3.06	1339.49
0.067073	3.06	1004.62
0.0692721	3.06	669.746
0.0714712	3.06	334.873
0.0736704	3.06	1339.49
0.0758695	3.06	0
0.0780686	3.06	1004.62
0.0802677	3.06	669.746
0.0824668	3.06	669.746
0.0846659	3.06	334.873
0.086865	3.06	334.873
0.0890642	3.06	669.746
0.0912633	3.06	0
0.0934624	3.06	1004.62
0.0956615	3.06	0
0.0978606	3.06	334.873
0.10006	3.06	1674.37
0.102259	3.06	2344.11
0.104458	3.06	3013.86
0.106657	3.06	9041.58
0.108856	3.06	11050.8
0.111055	3.06	16408.8
0.113254	3.06	23106.2
0.115454	3.06	24780.6
0.117653	3.06	29803.7
0.119852	3.06	40519.7
0.122051	3.06	41859.1
0.12425	3.06	50900.7
0.126449	3.06	54919.2
0.128648	3.06	55254.1
0.130847	3.06	62286.4
0.133046	3.06	58602.8
0.135246	3.06	49896.1
0.137445	3.06	54919.2
0.139644	3.06	56928.4
0.141843	3.06	40184.8
0.144042	3.06	43533.5
0.146241	3.06	46212.5
0.14844	3.06	44203.3
0.150639	3.06	46547.4
0.152838	3.06	42863.8
0.155038	3.06	48221.7
0.157237	3.06	49226.4
0.159436	3.06	41189.4
0.161635	3.06	42863.8
0.163834	3.06	37170.9
0.166033	3.06	41524.3
0.168232	3.06	38510.4
0.170431	3.06	50900.7
0.172631	3.06	42528.9
0.17483	3.06	46212.5
0.177029	3.06	44203.3
0.179228	3.06	45877.6
0.181427	3.06	54584.3
0.183626	3.06	48891.5
0.185825	3.06	52910
0.188024	3.06	56258.7
0.190223	3.06	54584.3
0.192423	3.06	60946.9
0.194622	3.06	47552
0.196821	3.06	59272.6
0.19902	3.06	60277.2
0.201219	3.06	51905.3
0.203418	3.06	61951.5
0.205617	3.06	48891.5
0.207816	3.06	49896.1
0.210015	3.06	44538.1
0.212215	3.06	35161.7
0.214414	3.06	36501.2
0.216613	3.06	21431.9
0.218812	3.06	15404.2
0.00109956	3.18	10046.2
0.00329867	3.18	7367.21
0.00549779	3.18	5023.1
0.0076969	3.18	4353.35
0.00989602	3.18	3013.86
0.0120951	3.18	2344.11
0.0142942	3.18	0
0.0164934	3.18	334.873
0.0186925	3.18	1674.37
0.0208916	3.18	669.746
0.0230907	3.18	669.746
0.0252898	3.18	1339.49
0.0274889	3.18	334.873
0.0296881	3.18	0
0.0318872	3.18	1004.62
0.0340863	3.18	1339.49
0.0362854	3.18	1004.62
0.0384845	3.18	1004.62
0.0406836	3.18	1004.62
0.0428827	3.18	1004.62
0.0450819	3.18	0
0.047281	3.18	0
0.0494801	3.18	1004.62
0.0516792	3.18	1339.49
0.0538783	3.18	669.746
0.0560774	3.18	1004.62
0.0582765	3.18	669.746
0.0604757	3.18	1004.62
0.0626748	3.18	669.746
0.0648739	3.18	1004.62
0.067073	3.18	334.873
0.0692721	3.18	334.873
0.0714712	3.18	669.746
0.0736704	3.18	334.873
0.0758695	3.18	1004.62
0.0780686	3.18	1004.62
0.0802677	3.18	334.873
0.0824668	3.18	1004.62
0.0846659	3.18	0
0.086865	3.18	334.873
0.0890642	3.18	1004.62
0.0912633	3.18	0
0.0934624	3.18	0
0.0956615	3.18	669.746
0.0978606	3.18	0
0.10006	3.18	2678.99
0.102259	3.18	4018.48
0.104458	3.18	5357.97
0.106657	3.18	6697.46
0.108856	3.18	9041.58
0.111055	3.18	13394.9
0.113254	3.18	17748.3
0.115454	3.18	27459.6
0.117653	3.18	36836
0.119852	3.18	46212.5
0.122051	3.18	45207.9
0.12425	3.18	48891.5
0.126449	3.18	55254.1
0.128648	3.18	54584.3
0.130847	3.18	52910
0.133046	3.18	49561.2
0.135246	3.18	49896.1
0.137445	3.18	59942.3
0.139644	3.18	56593.6
0.141843	3.18	44538.1
0.144042	3.18	53914.6
0.146241	3.18	51235.6
0.14844	3.18	42528.9
0.150639	3.18	52910
0.152838	3.18	39515
0.155038	3.18	41859.1
0.157237	3.18	44203.3
0.159436	3.18	46547.4
0.161635	3.18	46212.5
0.163834	3.18	38175.5
0.166033	3.18	39849.9
0.168232	3.18	41189.4
0.170431	3.18	44203.3
0.172631	3.18	42528.9
0.17483	3.18	42863.8
0.177029	3.18	47217.1
0.179228	3.18	48891.5
0.181427	3.18	41524.3
0.183626	3.18	52910
0.185825	3.18	51235.6
0.188024	3.18	51570.5
0.190223	3.18	52910
0.192423	3.18	49561.2
0.194622	3.18	50565.8
0.196821	3.18	57263.3
0.19902	3.18	51905.3
0.201219	3.18	52240.2
0.203418	3.18	53914.6
0.205617	3.18	56928.4
0.207816	3.18	49226.4
0.210015	3.18	39515
0.212215	3.18	35496.6
0.214414	3.18	29468.8
0.216613	3.18	22436.5
0.218812	3.18	13729.8
0.00109956	3.3	9041.58
0.00329867	3.3	9711.32
0.00549779	3.3	3348.73
0.0076969	3.3	3683.6
0.00989602	3.3	1004.62
0.0120951	3.3	334.873
0.0142942	3.3	669.746
0.0164934	3.3	1004.62
0.0186925	3.3	1004.62
0.0208916	3.3	669.746
0.0230907	3.3	0
0.0252898	3.3	669.746
0.0274889	3.3	334.873
0.0296881	3.3	334.873
0.0318872	3.3	1674.37
0.0340863	3.3	334.873
0.0362854	3.3	1004.62
0.0384845	3.3	1004.62
0.0406836	3.3	1339.49
0.0428827	3.3	1004.62
0.0450819	3.3	1004.62
0.047281	3.3	1004.62
0.0494801	3.3	2678.99
0.0516792	3.3	1004.62
0.0538783	3.3	2344.11
0.0560774	3.3	1674.37
0.0582765	3.3	0
0.0604757	3.3	2009.24
0.0626748	3.3	669.746
0.0648739	3.3	0
0.067073	3.3	669.746
0.0692721	3.3	2009.24
0.0714712	3.3	669.746
0.0736704	3.3	334.873
0.0758695	3.3	669.746
0.0780686	3.3	1004.62
0.0802677	3.3	669.746
0.0824668	3.3	1004.62
0.0846659	3.3	334.873
0.086865	3.3	1004.62
0.0890642	3.3	669.746
0.0912633	3.3	0
0.0934624	3.3	1004.62
0.0956615	3.3	669.746
0.0978606	3.3	334.873
0.10006	3.3	1674.37
0.102259	3.3	4018.48
0.104458	3.3	3683.6
0.106657	3.3	8371.83
0.108856	3.3	10381.1
0.111055	3.3	17078.5
0.113254	3.3	21097
0.115454	3.3	29468.8
0.117653	3.3	29468.8
0.119852	3.3	36166.3
0.122051	3.3	49226.4
0.12425	3.3	46882.2
0.126449	3.3	52575.1
0.128648	3.3	55588.9
0.130847	3.3	61616.7
0.133046	3.3	51235.6
0.135246	3.3	51235.6
0.137445	3.3	56258.7
0.139644	3.3	50900.7
0.141843	3.3	55254.1
0.144042	3.3	52910
0.146241	3.3	52575.1
0.14844	3.3	48556.6
0.150639	3.3	54249.5
0.152838	3.3	45877.6
0.155038	3.3	44538.1
0.157237	3.3	42528.9
0.159436	3.3	32147.8
0.161635	3.3	41189.4
0.163834	3.3	41189.4
0.166033	3.3	36836
0.168232	3.3	41524.3
0.170431	3.3	33152.4
0.172631	3.3	39849.9
0.17483	3.3	42863.8
0.177029	3.3	49896.1
0.179228	3.3	47552
0.181427	3.3	53244.8
0.183626	3.3	45542.8
0.185825	3.3	50231
0.188024	3.3	52575.1
0.190223	3.3	52910
0.192423	3.3	51235.6
0.194622	3.3	57263.3
0.196821	3.3	53244.8
0.19902	3.3	55254.1
0.201219	3.3	57933.1
0.203418	3.3	60612
0.205617	3.3	53914.6
0.207816	3.3	45877.6
0.210015	3.3	42528.9
0.212215	3.3	42863.8
0.214414	3.3	27794.5
0.216613	3.3	25785.2
0.218812	3.3	16743.7
0.00109956	3.42	14399.5
0.00329867	3.42	4688.22
0.00549779	3.42	5692.84
0.0076969	3.42	4688.22
0.00989602	3.42	3013.86
0.0120951	3.42	0
0.0142942	3.42	0
0.0164934	3.42	334.873
0.0186925	3.42	334.873
0.0208916	3.42	669.746
0.0230907	3.42	1339.49
0.0252898	3.42	2009.24
0.0274889	3.42	1339.49
0.0296881	3.42	0
0.0318872	3.42	334.873
0.0340863	3.42	1004.62
0.0362854	3.42	334.873
0.0384845	3.42	1339.49
0.0406836	3.42	0
0.0428827	3.42	1004.62
0.0450819	3.42	334.873
0.047281	3.42	1674.37
0.0494801	3.42	1339.49
0.0516792	3.42	1004.62
0.0538783	3.42	1004.62
0.0560774	3.42	1004.62
0.0582765	3.42	1339.49
0.0604757	3.42	1674.37
0.0626748	3.42	669.746
0.0648739	3.42	1004.62
0.067073	3.42	1674.37
0.0692721	3.42	669.746
0.0714712	3.42	1004.62
0.0736704	3.42	0
0.0758695	3.42	1004.62
0.0780686	3.42	1004.62
0.0802677	3.42	0
0.0824668	3.42	1004.62
0.0846659	3.42	669.746
0.086865	3.42	334.873
0.0890642	3.42	334.873
0.0912633	3.42	0
0.0934624	3.42	1004.62
0.0956615	3.42	1674.37
0.0978606	3.42	669.746
0.10006	3.42	1004.62
0.102259	3.42	3683.6
0.104458	3.42	4018.48
0.106657	3.42	9376.45
0.108856	3.42	11720.6
0.111055	3.42	14399.5
0.113254	3.42	19422.6
0.115454	3.42	33487.3
0.117653	3.42	31478.1
0.119852	3.42	44873
0.122051	3.42	45542.8
0.12425	3.42	54584.3
0.126449	3.42	59607.4
0.128648	3.42	55588.9
0.130847	3.42	57263.3
0.133046	3.42	61951.5
0.135246	3.42	59607.4
0.137445	3.42	55923.8
0.139644	3.42	57933.1
0.141843	3.42	46882.2
0.144042	3.42	44873
0.146241	3.42	49561.2
0.14844	3.42	42528.9
0.150639	3.42	45877.6
0.152838	3.42	42194
0.155038	3.42	42194
0.157237	3.42	45207.9
0.159436	3.42	43198.6
0.161635	3.42	44203.3
0.163834	3.42	39180.2
0.166033	3.42	45207.9
0.168232	3.42	40519.7
0.170431	3.42	43198.6
0.172631	3.42	49896.1
0.17483	3.42	39180.2
0.177029	3.42	40854.5
0.179228	3.42	47886.9
0.181427	3.42	52240.2
0.183626	3.42	49226.4
0.185825	3.42	49896.1
0.188024	3.42	50231
0.190223	3.42	43533.5
0.192423	3.42	50565.8
0.194622	3.42	56593.6
0.196821	3.42	54919.2
0.19902	3.42	64965.4
0.201219	3.42	53579.7
0.203418	3.42	50565.8
0.205617	3.42	56928.4
0.207816	3.42	47217.1
0.210015	3.42	36501.2
0.212215	3.42	40184.8
0.214414	3.42	24780.6
0.216613	3.42	23106.2
0.218812	3.42	19757.5
0.00109956	3.54	15404.2
0.00329867	3.54	8706.7
0.00549779	3.54	3683.6
0.0076969	3.54	3348.73
0.00989602	3.54	1339.49
0.0120951	3.54	2344.11
0.0142942	3.54	0
0.0164934	3.54	1004.62
0.0186925	3.54	334.873
0.0208916	3.54	669.746
0.0230907	3.54	0
0.0252898	3.54	1004.62
0.0274889	3.54	334.873
0.0296881	3.54	669.746
0.0318872	3.54	334.873
0.0340863	3.54	0
0.0362854	3.54	1004.62
0.0384845	3.54	1339.49
0.0406836	3.54	1004.62
0.0428827	3.54	1674.37
0.0450819	3.54	669.746
0.047281	3.54	2009.24
0.0494801	3.54	1339.49
0.0516792	3.54	1004.62
0.0538783	3.54	1004.62
0.0560774	3.54	0
0.0582765	3.54	2009.24
0.0604757	3.54	1004.62
0.0626748	3.54	334.873
0.0648739	3.54	669.746
0.067073	3.54	1004.62
0.0692721	3.54	334.873
0.0714712	3.54	2009.24
0.0736704	3.54	334.873
0.0758695	3.54	334.873
0.0780686	3.54	334.873
0.0802677	3.54	669.746
0.0824668	3.54	334.873
0.0846659	3.54	334.873
0.086865	3.54	1339.49
0.0890642	3.54	0
0.0912633	3.54	334.873
0.0934624	3.54	669.746
0.0956615	3.54	669.746
0.0978606	3.54	669.746
0.10006	3.54	669.746
0.102259	3.54	3013.86
0.104458	3.54	6362.59
0.106657	3.54	6027.72
0.108856	3.54	10381.1
0.111055	3.54	16408.8
0.113254	3.54	23441.1
0.115454	3.54	25115.5
0.117653	3.54	39180.2
0.119852	3.54	36836
0.122051	3.54	45542.8
0.12425	3.54	49896.1
0.126449	3.54	57933.1
0.128648	3.54	53914.6
0.130847	3.54	50231
0.133046	3.54	54249.5
0.135246	3.54	48221.7
0.137445	3.54	53579.7
0.139644	3.54	50900.7
0.141843	3.54	54249.5
0.144042	3.54	46882.2
0.146241	3.54	48556.6
0.14844	3.54	45207.9
0.150639	3.54	47886.9
0.152838	3.54	42863.8
0.155038	3.54	49226.4
0.157237	3.54	39849.9
0.159436	3.54	44538.1
0.161635	3.54	37170.9
0.163834	3.54	38175.5
0.166033	3.54	32817.6
0.168232	3.54	40519.7
0.170431	3.54	38175.5
0.172631	3.54	46547.4
0.17483	3.54	48221.7
0.177029	3.54	44538.1
0.179228	3.54	48891.5
0.181427	3.54	51235.6
0.183626	3.54	46882.2
0.185825	3.54	51235.6
0.188024	3.54	53244.8
0.190223	3.54	50231
0.192423	3.54	55588.9
0.194622	3.54	53914.6
0.196821	3.54	58267.9
0.19902	3.54	55588.9
0.201219	3.54	54919.2
0.203418	3.54	59942.3
0.205617	3.54	52575.1
0.207816	3.54	48556.6
0.210015	3.54	41859.1
0.212215	3.54	34826.8
0.214414	3.54	27459.6
0.216613	3.54	21766.8
0.218812	3.54	16408.8
0.00109956	3.66	9376.45
0.00329867	3.66	8371.83
0.00549779	3.66	5023.1
0.0076969	3.66	2678.99
0.00989602	3.66	1674.37
0.0120951	3.66	334.873
0.0142942	3.66	669.746
0.0164934	3.66	334.873
0.0186925	3.66	334.873
0.0208916	3.66	0
0.0230907	3.66	669.746
0.0252898	3.66	669.746
0.0274889	3.66	1674.37
0.0296881	3.66	334.873
0.0318872	3.66	669.746
0.0340863	3.66	1339.49
0.0362854	3.66	1339.49
0.0384845	3.66	1339.49
0.0406836	3.66	1339.49
0.0428827	3.66	669.746
0.0450819	3.66	1674.37
0.047281	3.66	1004.62
0.0494801	3.66	1004.62
0.0516792	3.66	0
0.0538783	3.66	2009.24
0.0560774	3.66	669.746
0.0582765	3.66	1004.62
0.0604757	3.66	1674.37
0.0626748	3.66	1674.37
0.0648739	3.66	1674.37
0.067073	3.66	1004.62
0.0692721	3.66	334.873
0.0714712	3.66	669.746
0.0736704	3.66	334.873
0.0758695	3.66	1004.62
0.0780686	3.66	334.873
0.0802677	3.66	0
0.0824668	3.66	669.746
0.0846659	3.66	1004.62
0.086865	3.66	1004.62
0.0890642	3.66	0
0.0912633	3.66	1004.62
0.0934624	3.66	0
0.0956615	3.66	1674.37
0.0978606	3.66	669.746
0.10006	3.66	2009.24
0.102259	3.66	2009.24
0.104458	3.66	3013.86
0.106657	3.66	8706.7
0.108856	3.66	10381.1
0.111055	3.66	16408.8
0.113254	3.66	22101.6
0.115454	3.66	26455
0.117653	3.66	30473.5
0.119852	3.66	35831.4
0.122051	3.66	46882.2
0.12425	3.66	52575.1
0.126449	3.66	45877.6
0.128648	3.66	52240.2
0.130847	3.66	52240.2
0.133046	3.66	62286.4
0.135246	3.66	56593.6
0.137445	3.66	54584.3
0.139644	3.66	54584.3
0.141843	3.66	49561.2
0.144042	3.66	52575.1
0.146241	3.66	53579.7
0.14844	3.66	43533.5
0.150639	3.66	49896.1
0.152838	3.66	42863.8
0.155038	3.66	44538.1
0.157237	3.66	51570.5
0.159436	3.66	38845.3
0.161635	3.66	39515
0.163834	3.66	35496.6
0.166033	3.66	31478.1
0.168232	3.66	34157.1
0.170431	3.66	41859.1
0.172631	3.66	39515
0.17483	3.66	45207.9
0.177029	3.66	46547.4
0.179228	3.66	53579.7
0.181427	3.66	52575.1
0.183626	3.66	50565.8
0.185825	3.66	50231
0.188024	3.66	53914.6
0.190223	3.66	54249.5
0.192423	3.66	53244.8
0.194622	3.66	58602.8
0.196821	3.66	57933.1
0.19902	3.66	58937.7
0.201219	3.66	62621.3
0.203418	3.66	61616.7
0.205617	3.66	47217.1
0.207816	3.66	51570.5
0.210015	3.66	42194
0.212215	3.66	38175.5
0.214414	3.66	26789.9
0.216613	3.66	24780.6
0.218812	3.66	18083.2
0.00109956	3.78	10046.2
0.00329867	3.78	6362.59
0.00549779	3.78	4353.35
0.0076969	3.78	1339.49
0.00989602	3.78	2344.11
0.0120951	3.78	669.746
0.0142942	3.78	1674.37
0.0164934	3.78	669.746
0.0186925	3.78	1004.62
0.0208916	3.78	334.873
0.0230907	3.78	669.746
0.0252898	3.78	1004.62
0.0274889	3.78	1339.49
0.0296881	3.78	334.873
0.0318872	3.78	334.873
0.0340863	3.78	1004.62
0.0362854	3.78	1339.49
0.0384845	3.78	1004.62
0.0406836	3.78	1004.62
0.0428827	3.78	1674.37
0.0450819	3.78	669.746
0.047281	3.78	669.746
0.0494801	3.78	1004.62
0.0516792	3.78	334.873
0.0538783	3.78	669.746
0.0560774	3.78	1339.49
0.0582765	3.78	1004.62
0.0604757	3.78	1339.49
0.0626748	3.78	1004.62
0.0648739	3.78	0
0.067073	3.78	1339.49
0.0692721	3.78	1004.62
0.0714712	3.78	0
0.0736704	3.78	669.746
0.0758695	3.78	334.873
0.0780686	3.78	669.746
0.0802677	3.78	1004.62
0.0824668	3.78	1339.49
0.0846659	3.78	0
0.086865	3.78	1339.49
0.0890642	3.78	334.873
0.0912633	3.78	1339.49
0.0934624	3.78	334.873
0.0956615	3.78	1339.49
0.0978606	3.78	2009.24
0.10006	3.78	1339.49
0.102259	3.78	3013.86
0.104458	3.78	5357.97
0.106657	3.78	9711.32
0.108856	3.78	12390.3
0.111055	3.78	17748.3
0.113254	3.78	27459.6
0.115454	3.78	32482.7
0.117653	3.78	38845.3
0.119852	3.78	39849.9
0.122051	3.78	46547.4
0.12425	3.78	53244.8
0.126449	3.78	50900.7
0.128648	3.78	55254.1
0.130847	3.78	59942.3
0.133046	3.78	59607.4
0.135246	3.78	58267.9
0.137445	3.78	48891.5
0.139644	3.78	51235.6
0.141843	3.78	49561.2
0.144042	3.78	48891.5
0.146241	3.78	50900.7
0.14844	3.78	48891.5
0.150639	3.78	54249.5
0.152838	3.78	45877.6
0.155038	3.78	44873
0.157237	3.78	43868.4
0.159436	3.78	41189.4
0.161635	3.78	40184.8
0.163834	3.78	32482.7
0.166033	3.78	42194
0.168232	3.78	39515
0.170431	3.78	40854.5
0.172631	3.78	44538.1
0.17483	3.78	46212.5
0.177029	3.78	43198.6
0.179228	3.78	50565.8
0.181427	3.78	55254.1
0.183626	3.78	48891.5
0.185825	3.78	50565.8
0.188024	3.78	42528.9
0.190223	3.78	52910
0.192423	3.78	45207.9
0.194622	3.78	53579.7
0.196821	3.78	52910
0.19902	3.78	53579.7
0.201219	3.78	63291
0.203418	3.78	60612
0.205617	3.78	54584.3
0.207816	3.78	42194
0.210015	3.78	42528.9
0.212215	3.78	32147.8
0.214414	3.78	32147.8
0.216613	3.78	19087.8
0.218812	3.78	13394.9
0.00109956	3.9	11385.7
0.00329867	3.9	6362.59
0.00549779	3.9	5023.1
0.0076969	3.9	2678.99
0.00989602	3.9	2009.24
0.0120951	3.9	669.746
0.0142942	3.9	669.746
0.0164934	3.9	669.746
0.0186925	3.9	334.873
0.0208916	3.9	334.873
0.0230907	3.9	0
0.0252898	3.9	1004.62
0.0274889	3.9	1004.62
0.0296881	3.9	669.746
0.0318872	3.9	1004.62
0.0340863	3.9	1004.62
0.0362854	3.9	1004.62
0.0384845	3.9	1004.62
0.0406836	3.9	3013.86
0.0428827	3.9	1004.62
0.0450819	3.9	669.746
0.047281	3.9	334.873
0.0494801	3.9	334.873
0.0516792	3.9	334.873
0.0538783	3.9	669.746
0.0560774	3.9	0
0.0582765	3.9	334.873
0.0604757	3.9	1674.37
0.0626748	3.9	1339.49
0.0648739	3.9	1004.62
0.067073	3.9	334.873
0.0692721	3.9	669.746
0.0714712	3.9	334.873
0.0736704	3.9	669.746
0.0758695	3.9	2009.24
0.0780686	3.9	1004.62
0.0802677	3.9	1004.62
0.0824668	3.9	1674.37
